Kabare 011;Description unavailable;https://www.imdb.com/title/tt0346309/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Julbåten Juliana;Description unavailable;https://www.imdb.com/title/tt0346308/;Genre Unknown;No Rating;Total Rating Count N/A;1961-12-01;
Judge Mathis;Judge Mathis is a TV series starring Greg Mathis, Doyle Devereux, and Debbi Burns. Judge Greg Mathis gives sentences to thous in his court room.;https://www.imdb.com/title/tt0346307/;Reality-TV;5.4;509;1999-09-29;
Judge Hatchett;Description unavailable;https://www.imdb.com/title/tt0346306/;Reality-TV;5.6;73;Unknown;
The Jesse Jackson Show;Description unavailable;https://www.imdb.com/title/tt0346305/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
Jensen Tonajt;Description unavailable;https://www.imdb.com/title/tt0346304/;['Family', 'Music'];5.4;5;Unknown;
The Jensen Code;The Jensen Code is a TV series starring David Bradley, Brian Croucher, and John Barrett. Terry is sent to an Outward Bound Centre. Alex disappears, hours pass, and to Terry's shock, when Alex finally returns he has no recollection...;https://www.imdb.com/title/tt0346303/;['Adventure', 'Family'];8.1;13;1973-02-28;
Jedan, pa tri;Description unavailable;https://www.imdb.com/title/tt0346302/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Ikke i aften, skat!;Description unavailable;https://www.imdb.com/title/tt0346301/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Hanski;Description unavailable;https://www.imdb.com/title/tt0346289/;Comedy;7.4;29;1966-01-09;
Hammerslag;Hammerslag is a TV series starring Frode Munksgaard, Peter Ingemann, and Jesper Nielsen. "Hammerslag" is about two teams who try to guess the price of a probety.;https://www.imdb.com/title/tt0346288/;Documentary;6.0;34;Unknown;
The Guy Lombardo Show;Description unavailable;https://www.imdb.com/title/tt0346287/;Music;7.3;6;Unknown;
Gotved og Helger;Description unavailable;https://www.imdb.com/title/tt0346286/;Talk-Show;No Rating;Total Rating Count N/A;1993-01-04;
Gokinjo monogatari;Gokinjo monogatari is a TV series starring Takeshi Aono, Yôko Kawanami, and Yûko Minaguchi. The protagonist, Kouda Mikako, is a student of "Yaza Gaku". Specialising in fashion design, Mikako dreams of becoming a fashion designer...;https://www.imdb.com/title/tt0346285/;Animation;7.7;48;1995-09-10;
De go'e gamle;Description unavailable;https://www.imdb.com/title/tt0346284/;Musical;No Rating;Total Rating Count N/A;Unknown;
I giovedì della signora Giulia;I giovedì della signora Giulia is a TV mini-series starring Tom Ponzi, Francesco Di Federico, and Claudio Gora. Chief-inspector Scianlepre investigates the mysterious disappearance of Giulia Esengrini, the wife of Tommaso Esengrini,...;https://www.imdb.com/title/tt0346282/;Genre Unknown;5.7;7;1970-04-05;
Giocando a golf una mattina;Giocando a golf una mattina is a TV mini-series starring Luigi Vannucchi, Aroldo Tieri, and Gastone Bartolucci. Former ace golf Bob Kirby dies in a strange accident during a friendly match. His brother Jack, young Scotland Yard...;https://www.imdb.com/title/tt0346281/;Mystery;8.4;19;1969-09-28;
Ginga sengoku gunyû den Rai;Description unavailable;https://www.imdb.com/title/tt0346280/;['Animation', 'Action', 'Adventure', 'Romance', 'Sci-Fi', 'War'];7.9;195;1994-04-08;
Giacinta;Description unavailable;https://www.imdb.com/title/tt0346279/;Genre Unknown;No Rating;Total Rating Count N/A;1980-04-20;
Get Serious: Seven Deadly Sins;Description unavailable;https://www.imdb.com/title/tt0346278/;Genre Unknown;6.3;11;Unknown;
Galleri 11;Description unavailable;https://www.imdb.com/title/tt0346276/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Gabrijel;Description unavailable;https://www.imdb.com/title/tt0346274/;Comedy;9.1;16;1984-08-13;
Full Metal Challenge;Full Metal Challenge is a TV series starring Matthew Noble, Henry Rollins, and Cathy Rogers. 27 teams from 5 continents build vehicles in one month with a $3,000 budget. They then compete in a series of games based on skill,...;https://www.imdb.com/title/tt0346272/;Game-Show;7.4;27;2002-10-20;
Frou-Frou;Description unavailable;https://www.imdb.com/title/tt0346271/;Talk-Show;4.6;14;Unknown;
Frodes forunderlige rejse;Description unavailable;https://www.imdb.com/title/tt0346270/;Documentary;No Rating;Total Rating Count N/A;1993-01-17;
Frisch gekocht ist halb gewonnen;Description unavailable;https://www.imdb.com/title/tt0346269/;Documentary;2.9;7;Unknown;
Fraggle Rock;Fraggle Rock is a TV series starring Karen Prell, Gerard Parkes, and Kathryn Mullen. The adventures of the various inhabitants of an underground civilization.;https://www.imdb.com/title/tt0346267/;['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical'];7.9;7187;1983-01-10;
Fraggle Rock;Fraggle Rock is a TV series starring Karen Prell, Gerard Parkes, and Kathryn Mullen. The adventures of the various inhabitants of an underground civilization.;https://www.imdb.com/title/tt0346266/;['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical'];7.9;7187;1983-01-10;
Flashback;Description unavailable;https://www.imdb.com/title/tt0346265/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Filter;Filter is a TV series starring Diane Mizota, Beth Stern, and Devin Faraci. Each episode will count down the best (or worst) of the video game world, with the results determined and voted on by G4 viewers at the G4tv.com website.;https://www.imdb.com/title/tt0346264/;News;8.4;39;2002-05-01;
Farson's Guide to the British;Description unavailable;https://www.imdb.com/title/tt0346263/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Farbror Pekkas handelsbod;Farbror Pekkas handelsbod is a TV series starring Pekka Langer. Pekka has his own store at the foot of a mountain in Vinterbo, where he sells Christmas items.;https://www.imdb.com/title/tt0346262/;Genre Unknown;No Rating;Total Rating Count N/A;1965-11-28;
El fantasma de la ópera;Description unavailable;https://www.imdb.com/title/tt0346261/;Horror;7.1;15;1960-07-02;
Burn-Up Excess;Burn-Up Excess is a TV series starring Yuka Imai, Maya Okamoto, and Ryôtarô Okiayu. They're back! Rio, Nanval, Lilica, Maya and Yuji are back on the force and ready to go beyond the call of duty in their greatest adventure yet in...;https://www.imdb.com/title/tt0346220/;['Animation', 'Action', 'Adventure', 'Comedy'];6.5;126;Unknown;
Buenos días, digamé;Description unavailable;https://www.imdb.com/title/tt0346218/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Buenos días, Madrid;Description unavailable;https://www.imdb.com/title/tt0346217/;['Documentary', 'News'];No Rating;Total Rating Count N/A;Unknown;
Broti & Pacek - irgendwas ist immer;Broti & Pacek - irgendwas ist immer is a TV series starring Wolfgang Wagner, Moritz Lindbergh, and Irmelin Beringer. Three enterprising doctors establish a group practice in a Jugendstil villa in Hamburg, facing the ups and downs of...;https://www.imdb.com/title/tt0346216/;Family;5.5;16;2002-11-04;
Brobyggerne;Description unavailable;https://www.imdb.com/title/tt0346215/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Bognyt;Description unavailable;https://www.imdb.com/title/tt0346214/;Documentary;No Rating;Total Rating Count N/A;1988-09-27;
Black and White Overnight;Black and White Overnight is a TV series starring Steve Allen, Bud Collyer, and John Daly. Two-hour classic game show block on Game Show Network, which aired during the overnight hours.;https://www.imdb.com/title/tt0346213/;['Family', 'Game-Show'];7.9;7;Unknown;
Bjørns Wrestling;Description unavailable;https://www.imdb.com/title/tt0346212/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Bir Demet Tiyatro;Bir Demet Tiyatro is a TV series starring Yilmaz Erdogan, Demet Akbag, and Olgun Simsek. The funny story of Çitir Family and those around this family.;https://www.imdb.com/title/tt0346211/;['Comedy', 'Family'];8.5;4687;1995-01-14;
ITV Morning News;Description unavailable;https://www.imdb.com/title/tt0346300/;News;2.7;10;Unknown;
I Love the '80s;I Love the '80s is a TV mini-series starring Andrew Dice Clay, Soleil Moon Frye, and Traci Lords. A humorous, year by year look through the decade that saw hair size become a statement, ratty clothes become cool, and music about...;https://www.imdb.com/title/tt0346299/;['Documentary', 'Comedy', 'History', 'Music'];8.2;1532;2002-12-16;
Hvælv - videnskabens verdensbilleder;Description unavailable;https://www.imdb.com/title/tt0346298/;Genre Unknown;8.0;8;Unknown;
Hund og hund imellem;Description unavailable;https://www.imdb.com/title/tt0346297/;['Comedy', 'Family', 'Game-Show'];6.4;10;Unknown;
Horisont;Description unavailable;https://www.imdb.com/title/tt0346296/;Documentary;6.7;6;1994-01-10;
Hjerter på spil;Description unavailable;https://www.imdb.com/title/tt0346295/;Family;No Rating;Total Rating Count N/A;Unknown;
Hitlisten;Description unavailable;https://www.imdb.com/title/tt0346294/;Family;No Rating;Total Rating Count N/A;Unknown;
Hitler: The Rise of Evil;Hitler: The Rise of Evil is a TV mini-series starring Peter Stormare, Friedrich von Thun, and Peter O'Toole. A unique slant, profiling the life of Adolf Hitler as a child and his rise through the ranks of the National Socialist...;https://www.imdb.com/title/tt0346293/;['Biography', 'Drama', 'History', 'War'];7.3;21189;2003-05-18;
High School Reunion;High School Reunion is a TV series starring Mike Richards, Dan B., and Patricia B.. 17 former classmates from a Round Rock, Texas high school are reunited for two weeks in Maui in this reality show.;https://www.imdb.com/title/tt0346292/;['Adventure', 'Reality-TV'];4.8;56;2003-01-05;
Here Comes the Sun;Description unavailable;https://www.imdb.com/title/tt0346291/;Genre Unknown;No Rating;Total Rating Count N/A;2003-01-13;
Antologija glume - Bardovi teatra;Description unavailable;https://www.imdb.com/title/tt0346210/;Documentary;8.2;10;Unknown;
Bains de minuit;Description unavailable;https://www.imdb.com/title/tt0346209/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Autant en emporte le temps;Description unavailable;https://www.imdb.com/title/tt0346208/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Arsenio Lupin;Arsenio Lupin is a TV mini-series starring Narciso Ibáñez Menta, Manuel Alcón, and Selva Alemán. The Duke of Chamerace, besides being a charming gentleman, is an astute thief with multiple resources and of the one that nobody would...;https://www.imdb.com/title/tt0346206/;Mystery;No Rating;Total Rating Count N/A;1961-04-01;
Arriba! Arriba!;Description unavailable;https://www.imdb.com/title/tt0346205/;['Comedy', 'Family'];No Rating;Total Rating Count N/A;Unknown;
Ardimat;Description unavailable;https://www.imdb.com/title/tt0346204/;Genre Unknown;5.8;6;Unknown;
Animal Secrets;Description unavailable;https://www.imdb.com/title/tt0346203/;Documentary;No Rating;Total Rating Count N/A;Unknown;
The American Sportsman;The American Sportsman is a TV series starring Curt Gowdy, Jack Hemingway, and Cheryl Tiegs. One of the first hunting and fishing shows with celebrity guests. It aired on ABC on Sundays. The show would visit locations in the USA and...;https://www.imdb.com/title/tt0346202/;Sport;7.8;27;1965-01-31;
American Health & Fitness;Description unavailable;https://www.imdb.com/title/tt0346201/;Genre Unknown;No Rating;Total Rating Count N/A;1999-01-01;
Double jeu;Description unavailable;https://www.imdb.com/title/tt0346250/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Doing It with You... Is Taboo;Description unavailable;https://www.imdb.com/title/tt0346249/;Genre Unknown;No Rating;Total Rating Count N/A;1993-10-05;
Dobro vece, deco;Dobro vece, deco is a TV mini-series starring Ivan Bekjarev, Milan 'Lane' Gutovic, and Radmila Savicevic. A children's show following the adventure of a boy who always manages to learn something new about himself and the world...;https://www.imdb.com/title/tt0346248/;Genre Unknown;8.6;33;Unknown;
DiscoDisplay;Description unavailable;https://www.imdb.com/title/tt0346247/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Dilemma;Description unavailable;https://www.imdb.com/title/tt0346246/;Documentary;No Rating;Total Rating Count N/A;1987-10-19;
Diamond Jubilee;Description unavailable;https://www.imdb.com/title/tt0346245/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Det derude;Description unavailable;https://www.imdb.com/title/tt0346244/;Documentary;No Rating;Total Rating Count N/A;1986-03-10;
¡Despierta América!;Description unavailable;https://www.imdb.com/title/tt0346243/;Talk-Show;5.6;25;1997-04-14;
Descente de police;Description unavailable;https://www.imdb.com/title/tt0346242/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Der kan man bare se;Description unavailable;https://www.imdb.com/title/tt0346241/;['Comedy', 'Family'];8.0;21;Unknown;
Fann Adventure;Fann Adventure is a TV series starring Fann Wong, Hugo Diederick, and Jeff Wang. Fann Wong goes on an extended trip to South Africa and Malaysia in this special documentary which chronicles her travels in Johannesburg, Durban,...;https://www.imdb.com/title/tt0346260/;['Adventure', 'Documentary', 'Family'];No Rating;Total Rating Count N/A;2002-10-29;
Face à France;Description unavailable;https://www.imdb.com/title/tt0346259/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Eyewitness to History;Description unavailable;https://www.imdb.com/title/tt0346258/;['Documentary', 'News'];5.2;5;Unknown;
Ensalada de locos;Description unavailable;https://www.imdb.com/title/tt0346257/;Comedy;7.9;19;Unknown;
Eksistens;Description unavailable;https://www.imdb.com/title/tt0346256/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Eisenbahn-Romantik;Description unavailable;https://www.imdb.com/title/tt0346255/;Documentary;7.6;27;1991-04-07;
ESPN Speedworld;ESPN Speedworld is a TV series starring Bob Jenkins, Dale Earnhardt, and Jeff Gordon. Various forms of auto racing on the ESPN family of networks.;https://www.imdb.com/title/tt0346254/;['Action', 'Sport'];6.0;8;Unknown;
Dünya Fraggle;Description unavailable;https://www.imdb.com/title/tt0346253/;Genre Unknown;7.9;157;Unknown;
Du store verden;Du store verden is a TV series starring Jens Martin Knudsen. Danmarks Radio's weekly science programme.;https://www.imdb.com/title/tt0346252/;Documentary;No Rating;Total Rating Count N/A;1994-02-08;
Drei von der K;Description unavailable;https://www.imdb.com/title/tt0346251/;Crime;8.0;5;1969-06-25;
Cluedo - Das Mörderspiel;Description unavailable;https://www.imdb.com/title/tt0346230/;Mystery;7.5;6;1993-01-28;
I cinque del quinto piano;Description unavailable;https://www.imdb.com/title/tt0346229/;Comedy;4.6;21;Unknown;
Cinecittà;Description unavailable;https://www.imdb.com/title/tt0346228/;['Comedy', 'Drama'];No Rating;Total Rating Count N/A;2003-07-08;
The Chinese Puzzle;Description unavailable;https://www.imdb.com/title/tt0346227/;['Adventure', 'Family'];7.6;5;1974-11-13;
Chenji!! Gettâ robo: sekai saigo no hi;Chenji!! Gettâ robo: sekai saigo no hi is a TV series starring Hideo Ishikawa, Douglas Taylor, and Naoya Uchida. Sent to jail after being accused of murdering Getter Robo creator Dr. Saotome, Ryoma Nagare must once again team up...;https://www.imdb.com/title/tt0346226/;['Animation', 'Sci-Fi'];7.9;107;1998-08-25;
Cero en conducta;Description unavailable;https://www.imdb.com/title/tt0346225/;['Comedy', 'Reality-TV'];6.0;56;Unknown;
